user_id,sign_up_date,plan_type,ab_test_group
728,2024-01-01,Free,B
729,2024-01-07,Free,B
730,2024-02-11,Free,B
731,2024-01-09,Free,B
732,2024-02-21,Free,A
733,2024-02-16,Free,B
734,2024-02-15,Paid,A
735,2024-01-22,Free,B
736,2024-02-18,Free,A
737,2024-02-24,Free,B
738,2024-02-02,Free,B
739,2024-02-12,Free,A
740,2024-01-09,Free,B
741,2024-01-16,Free,A
742,2024-01-16,Free,B
743,2024-01-22,Free,B
744,2024-02-06,Free,A
745,2024-01-24,Free,A
746,2024-01-08,Free,B
747,2024-01-26,Free,B
748,2024-02-10,Free,B
749,2024-01-15,Free,A
750,2024-01-31,Free,A
751,2024-02-08,Free,B
752,2024-02-05,Free,B
753,2024-02-21,Free,A
754,2024-02-13,Free,A
755,2024-02-03,Free,B
756,2024-02-06,Free,A
757,2024-02-05,Free,A
758,2024-01-10,Free,A
759,2024-02-03,Free,B
760,2024-01-14,Free,B
761,2024-02-02,Free,B
762,2024-01-30,Free,A
763,2024-01-30,Free,A
764,2024-02-13,Free,B
765,2024-01-26,Free,B
766,2024-02-17,Free,A
767,2024-01-03,Free,B
768,2024-01-05,Free,A
769,2024-01-05,Paid,B
770,2024-01-27,Free,A
771,2024-02-19,Free,B
772,2024-02-27,Free,B
773,2024-02-28,Free,B
774,2024-02-13,Free,A
775,2024-01-23,Free,A
776,2024-02-04,Free,B
777,2024-02-16,Free,A
778,2024-02-18,Free,A
779,2024-01-30,Free,B
780,2024-02-22,Free,A
781,2024-01-23,Free,A
782,2024-02-29,Paid,A
783,2024-02-12,Free,B
784,2024-02-29,Free,A
785,2024-01-05,Free,A
786,2024-01-29,Free,A
787,2024-01-03,Free,B
788,2024-02-04,Free,A
789,2024-02-19,Free,A
790,2024-01-19,Free,A
791,2024-02-16,Free,B
792,2024-02-19,Free,B
793,2024-02-26,Free,A
794,2024-02-03,Free,A
795,2024-01-18,Free,A
796,2024-02-07,Free,A
797,2024-01-28,Paid,B
798,2024-01-23,Free,B
799,2024-01-21,Free,B
800,2024-01-20,Free,B
801,2024-02-04,Free,B
802,2024-01-15,Free,B
803,2024-01-10,Free,B
804,2024-02-05,Free,B
805,2024-02-05,Free,A
806,2024-01-17,Free,A
807,2024-01-06,Free,B
808,2024-01-06,Free,A
809,2024-01-25,Free,A
810,2024-01-13,Free,A
811,2024-02-25,Free,B
812,2024-02-28,Free,A
813,2024-01-13,Free,A
814,2024-02-18,Free,B
815,2024-02-14,Free,A
816,2024-01-16,Free,B
817,2024-01-25,Free,B
818,2024-01-23,Free,B
819,2024-02-02,Free,B
820,2024-02-21,Free,B
821,2024-01-21,Free,A
822,2024-01-27,Free,A
823,2024-01-15,Paid,A
824,2024-02-05,Free,B
825,2024-01-13,Free,B
826,2024-02-06,Free,A
827,2024-02-11,Free,B
828,2024-02-22,Free,B
829,2024-02-11,Free,B
830,2024-02-16,Free,B
831,2024-02-16,Free,B
832,2024-02-26,Free,A
833,2024-02-23,Free,A
834,2024-02-12,Free,A
835,2024-01-27,Free,A
836,2024-01-15,Free,A
837,2024-01-01,Free,A
838,2024-01-24,Free,A
839,2024-02-12,Free,B
840,2024-01-02,Free,A
841,2024-01-27,Paid,A
842,2024-02-16,Free,B
843,2024-01-19,Free,A
844,2024-02-14,Free,B
845,2024-02-28,Free,A
846,2024-01-07,Free,A
847,2024-02-09,Free,B
848,2024-01-18,Free,B
849,2024-01-26,Free,B
850,2024-02-14,Free,A
851,2024-02-22,Free,A
852,2024-02-24,Free,A
853,2024-01-25,Free,B
854,2024-01-04,Free,A
855,2024-01-06,Free,B
856,2024-02-11,Free,B
857,2024-02-24,Free,A
858,2024-02-28,Free,A
859,2024-02-27,Free,B
860,2024-02-29,Free,A
861,2024-01-18,Free,A
862,2024-02-24,Paid,B
863,2024-01-14,Free,A
864,2024-02-15,Free,B
865,2024-01-20,Free,A
866,2024-02-06,Free,B
867,2024-02-04,Free,B
868,2024-02-17,Free,A
869,2024-02-14,Free,A
870,2024-01-23,Free,A
871,2024-01-15,Free,A
872,2024-02-19,Free,B
873,2024-01-21,Free,A
874,2024-02-20,Free,B
875,2024-01-23,Free,B
876,2024-02-13,Free,B
877,2024-02-09,Free,B
878,2024-02-15,Free,A
879,2024-01-10,Free,B
880,2024-02-10,Free,A
881,2024-01-21,Free,B
882,2024-01-01,Free,B
883,2024-02-18,Free,B
884,2024-01-06,Free,A
885,2024-02-05,Free,B
886,2024-01-06,Free,B
887,2024-02-08,Free,B
888,2024-01-01,Free,B
889,2024-02-19,Free,A
890,2024-02-05,Free,A
891,2024-01-11,Free,B
892,2024-01-18,Free,B
893,2024-01-10,Free,A
894,2024-01-18,Free,B
895,2024-02-20,Free,A
896,2024-01-16,Free,B
897,2024-01-13,Free,B
898,2024-01-20,Free,A
899,2024-01-22,Free,B
900,2024-01-22,Free,B
901,2024-02-22,Free,A
902,2024-02-08,Free,A
903,2024-01-12,Free,B
904,2024-01-19,Free,B
905,2024-02-20,Free,A
906,2024-01-18,Free,B
907,2024-02-29,Free,A
908,2024-02-04,Free,A
909,2024-02-05,Free,A
910,2024-01-30,Free,A
911,2024-01-19,Free,A
912,2024-02-20,Free,B
913,2024-01-09,Free,B
914,2024-02-12,Free,A
915,2024-02-20,Free,B
916,2024-02-08,Free,B
917,2024-02-04,Free,B
918,2024-02-20,Free,B
919,2024-02-21,Free,A
920,2024-01-16,Free,B
921,2024-02-09,Free,A
922,2024-02-11,Free,B
923,2024-01-22,Free,B
924,2024-01-07,Free,B
925,2024-02-17,Free,A
926,2024-01-26,Free,B
927,2024-02-07,Free,A
928,2024-01-02,Free,B
929,2024-01-27,Free,A
930,2024-02-16,Free,A
931,2024-01-22,Free,B
932,2024-02-03,Free,B
933,2024-01-07,Free,B
934,2024-01-29,Free,B
935,2024-01-03,Paid,A
936,2024-01-22,Free,A
937,2024-01-11,Free,A
938,2024-02-05,Free,A
939,2024-01-28,Free,B
940,2024-01-26,Free,A
941,2024-02-12,Free,B
942,2024-02-17,Free,A
943,2024-01-28,Paid,B
944,2024-01-14,Free,A
945,2024-02-15,Free,A
946,2024-02-21,Free,A
947,2024-01-13,Free,B
948,2024-02-12,Free,B
949,2024-02-10,Free,B
950,2024-02-09,Free,B
951,2024-01-23,Free,B
952,2024-02-09,Free,A
953,2024-02-15,Free,B
954,2024-02-07,Free,A
955,2024-01-21,Free,A
956,2024-01-08,Free,A
957,2024-01-10,Free,B
958,2024-01-09,Free,B
959,2024-02-01,Free,A
960,2024-02-01,Free,B
961,2024-01-21,Free,B
962,2024-02-25,Free,B
963,2024-02-01,Free,A
964,2024-01-25,Free,B
965,2024-02-01,Free,B
966,2024-01-29,Free,B
967,2024-02-06,Free,A
968,2024-01-15,Paid,B
969,2024-01-15,Free,B
970,2024-01-30,Free,B
971,2024-01-08,Free,A
972,2024-02-04,Free,B
973,2024-02-18,Free,A
974,2024-01-29,Free,A
975,2024-01-07,Free,A
976,2024-01-03,Free,B
977,2024-02-25,Free,A
978,2024-01-08,Free,A
979,2024-02-17,Free,B
980,2024-02-09,Free,B
981,2024-01-09,Free,A
982,2024-02-21,Free,A
983,2024-02-04,Free,B
984,2024-01-11,Free,B
985,2024-01-19,Free,B
986,2024-02-24,Free,A
987,2024-02-18,Free,B
988,2024-01-18,Free,A
989,2024-01-09,Free,A
990,2024-01-21,Free,A
991,2024-02-13,Free,B
992,2024-02-06,Free,B
993,2024-01-25,Free,B
994,2024-02-20,Free,A
